note_id,note_text
"1524","Diverts via Lorien Novalis School (School days)"
"1673","Diverts via Carlingford HS on School Days only. Trip departs 12 minutes later during School Holidays"
"2033","Operates 8 minutes earlier in school holidays"
"2627","Diverts  via Rowland Retirement Village"
"2628","Diverts via Carlingford HS on School Days only.Trip departs 12 minutes later during School Holidays"
"2629","operate  via Oakhill College Bus Bay"
"2630","Diverts  via JohnXXIIIPSandStMarksCollege(SchoolDaysOnly)"
"2631","Diverts  via JohnXXIIIPSandStMarksCollege"
"2632","Bus Diverts via Arndell College(school days)and commences 15:28 during school holidays"
"2633","Diverts to Arndell College(School Days) and departs 07:50 during school holidays"
"2634","Diverts  via OLMC Wentworthville"
"2635","Diverts via Carlingford HS(School Days)"
"534","Trip operates school days only"
"00","On school days only, trip continues to Eastwood Public School via St Kevin's Primary School & Marist College Eastwood"
"2220","Express to Church St at Riverside Ave, then all stops"
"2221","Express to Coleman Ave after Pennant Hills Rd, then all stops"
"2222","Express to Bartlett St at Spurway St (Ermington), then all stops"
"2224","First set down Jenkins Rd at Lochinvar Pde, Carlingford"
"2225","First set down Epping Rd before Centennial Ave, Lane Cove"
"2226","Express to Victoria Rd before Tennyson Rd, then all stops"
"2227","Express from James Ruse Agricultural HS to Parramatta Station"
"2228","Express to Pennant Hills Rd opp Lloyds Ave, Carlingford"
"2230","First set down Pacific Hwy at Bellevue Ave, Greenwich"
"2231","Express to Quarry Rd after Dobson Cres, then all stops"
"2233","Express to Lane Cove Interchange, then all stops"
"2234","Express to Eastern Valley Way at Tenilba Rd, then all stops"
"2235","Express to Eastern Valley Way at Victoria Ave, then all stops"
"2236","Express to Monash Rd after Victoria Rd, then all stops"
"2237","First set down Trim Place, Victoria Rd"
"2238","Does not pick up Year 7-12 students after Reserve Rd, St Leonards"
"2239","Hunters Hill High School students not permitted on this service"
"2242","On school days only, trip diverts via Eastwood Public School, St Kevin's Primary & Marist College Eastwood"
"2244","On school days only, trip extends to Chatswood Station"
"2245","On school days only, trip diverts via Auburn Girls High School"
"2246","On school days only, trip commences from Chatswood Station"
"2247","On school days only, trip diverts via Villa Maria Primary"
"2248","On school days only, trip diverts via St Kevin's Primary, Marist College Eastwood & Eastwood Public School"
"2250","On school days only, trip diverts to Cumberland High School via James Ruse Agricultural High School"
"2251","On school days only, trip continues to Marsden High School"
"2253","Trip diverts via Lane Cove Gardens Retirement Village, skipping 3 stops on Mowbray Rd between Felton Ave and Hatfield St"
"2254","On school days only, trip diverts via Ryde Secondary College"
"2263","Express to Clive St at Malvern Ave, then all stops"
"2265","Trip diverts via Lane Cove Gardens Retirement Village, skipping bus stop Mowbray Rd opp Girraween Ave"
"2571","After Newington College (Senior), express to Johnston St after Booth St, then all stops"
"2576","Trip operates school days only and diverts via Greenwich Point Wharf"
"2577","On school days only, trip commences from Eastwood Public School & diverts via St Kevin's Primary School & Marist College Eastwood"
"2578","Trip operates school days only & commences from Riverside Girls High School"
"2579","Trip operates school days only and diverts via Greenwich Point Wharf, St Michael's Catholic Primary School & Lane Cove Public School"
"2580","Trip operates school days only & diverts via Villa Maria Primary School"
"2581","On school days only, trip commences from Eastwood Public School & continues to Epping West Public School"
"2582","On school days only, trip diverts via North Sydney Demonstration School"
"2584","EXPRESS SERVICE - all stops from Eastwood Station to Moore Park, Balaclava Rd (Eastwood), then stopping only at Hunters Hill Shops and Marist Sisters Woolwich"
"2618","Trip operates during school holidays only"
"2665","On school days only, trip diverts via James Ruse Agricultural High School & Cumberland High School"
"2666","First set down Military Rd at Prince St"
"1139","Change buses at Green Point for travel to Erina Fair"
"1140","For travel from Erina Fair catch Route 63, 64, 66A or 66C service at time shown in printed timetable & change buses at Erina HS to continue journey"
"1141","Bus operates via Oberton St, Melville St, Scaysbrook Dr, Melville St & Cullens Rd, omitting Empire Bay Dr"
"1142","For travel from Gosford or Erina Fair catch Route 64, 66A or 66C service at time shown in printed timetable & change buses at Kincumber Shops to continue journey"
"1144","For travel from Gosford catch Route 63, 64, 66A or 66C service at time shown in printed timetable & change buses at Erina HS to continue journey"
"1147","Bus commences from Ocean Beach Rd & Kinsgley Av 1 minute earlier"
"1150","A change of bus may be required to continue journey to\from Woy Woy"
"1152","Buff Point Av Extension. Bus runs along Nacooma Rd & Buff Point Av"
"1153","Bus operates through Blue Haven in reverse direction to standard route starting in Bokhara Av & finishing in Roper Rd"
"1156","Heritage Village Diversion, along Evans Rd"
"1157","Bus operates between Plymouth Dr & Terrigal Dr via Windsor Rd, Willoughby Rd, Aspen Av, Hastings Rd & Brunswick Rd or vice versa, then standard route"
"1203","Bus operates from Picnic Pd via Ocean View Rd & Schnapper Rd then via Route 53 to Woy Woy"
"155","Change buses to continue journey"
"1559","Bus runs to Wyong TAFE via Owen St, North Rd & Porter St"
"1579","Omit Lake Munmorah. Catch bus on Pacific Hwy"
"1684","Public school days bus diverts from Railway St via Rawson Rd, Edward St, Victoria Rd, George St to Railway St omitting Railway St between Rawson Rd and George St"
"1685","Bus operates via Blackwall Rd direct, omitting Brick Wharf Rd, North Burge Rd & Burge Rd, then via Memorial Av to Uligandi St, omitting Orange Grove Rd & Booker Bay Rd"
"1753","Route 90 service operating anti-clockwise around the lake, this route combines with Route 92 operating clockwise.  Depending on the time of day passengers can utilse the alternate service"
"1754","Route 92 service operating clockwise around the lake, this route combines with Route 90 operating anti-clockwise.  Depending on the time of day passengers can utilse the alternate service"
"177","Bus operates Friday nights only"
"2066","A Omits stops along Yeramba Rd & Cams Blvd from Illawong Rd through to Kullaroo Rd."
"607","Public school days bus diverts via Brisbane St & Ocean Pd, omitting Oleander St between Brisbane St & Evans Rd"
"611","Bus commences from Manns Rd & Dell Rd, West Gosford 9 minutes earlier"
"612","Bus operates via Sunset St, Day St & Kinarra Av or vice versa, omitting Wyoming Rd & Pacific Hwy between Bourbon St & Kinarra Av"
"613","Bus runs via Wyong TAFE"
"614","Bevington Shores Diversion along Sunrise Av"
"616","Bus runs via San Remo to Wills Rd & Barker Av, then to Blue Haven via Central Coast Hwy, Pacific Hwy, Roper Rd then via normal route"
"618","Omits Lake Munmorah. Catch bus on Pacific Hwy"
"622","Bus operates from McMasters Rd via Ocean Beach Rd, Rawson Rd, Edward St, Victoria Rd & George St to Woy Woy Station"
"626","Bus operates via Kariong Loop"
"627","Change buses at Northlakes High School for travel to Lake Haven Shops & Wyong"
"629","Bus operates via Kariong loop"
"634","Bus operates via Route 33 through West Gosford & Somersby Industrial Areas, then returns to the Kariong Loop via the Central Coast Hwy"
"636","Bus diverts from Pacific Hwy along Central Coast Hwy, Wills Rd, Richardson Rd & Goorama Av, Pacific Hwy, Roper Rd, then via normal route to Lake Haven"
"638","Bus diverts public school days from Terrigal Dr via Havenview Rd & Junction Rd"
"639","Bus commences from or terminates at Kincumber Church"
"640","Bus commences from or terminates at Empire Bay PS"
"641","Bus commences from\continues to The Scenic Rd & Cullens Rd"
"644","Bus operates from McMasters Rd via Ocean Beach Rd & Railway St to Woy Woy Station"
"646","Bus operates from Blackwall Rd via Memorial Av & Karingi St, omitting McMasters Rd, Dunmore St, Wyalong Rd, Springwood St, Beach St, Barrenjoey Rd & Uligandi St"
"650","Bus operates via Mt Ettalong loop"
"652","Bus operates direct along Pacific Hwy from Lisarow Station to Wyoming Shops, omitting Parsons Rd, Newling St & Wyoming Rd"
"653","Bus operates direct along Narara Valley Dr between Narooma Rd & Narara Station, omitting Narooma Rd, Gilda Dr, Dalmeny Rd & Mangrove Creek Rd"
"655","Public school days bus diverts to Pt Clare PS via Talinga Av, Nioka Av & Takari Av, omitting the bus stop opposite Pt Clare station"
"657","Bus runs via Pacific Hwy between Wyong & Johns Rd, omitting Pollock Av"
"661","Bus continues to The Scenic Rd & Cullens Rd"
"664","Bus commences 4 minutes earlier at corner Old Tuggerah Rd & Pacific Hwy"
"665","Public school holidays operates 5 minutes later than time shown"
"666","Bevington Shore Diversion, along Sunrise Av"
"669","Combined service. Bus operates via Route 50 direct via Ocean Beach Rd & Sydney Av to Umina Beach (South), then via Umina Beach Shops & Route 55 to Ettalong, then via Route 53 to Booker Bay"
"670","Bus runs direct along Central Coast Hwy & Wyee Rd"
"672","Bus diverts to Victoria St, Norah Head"
"673","Bus commences from Manns Rd & Dell Rd, West Gosford 12 minutes earlier"
"674","Public school days bus diverts via Davistown Rd, High St & Mimosa Av to Village Rd, omitting Jirramba Av"
"675","Bus operates via Cary St between Maidens Brush Rd & Pacific Hwy omitting Jarrett St & Kinarra Av"
"681","Bus operates via Blackwall Rd direct, omitting Brick Wharf Rd, North Burge Rd & Burge Rd, then via Memorial Av to Uligandi St, omitting McMasters Rd, Dunmore St, Wyalong Rd, Springwood St, Beach St, Barrenjoey Rd & part of Uligandi St"
"682","Bus operates as Route 50 between Umina & Woy Woy"
"684","Bus operates to Terrigal via Charles Kay Dr & North Avoca"
"685","Bus diverts via Hanlan St, Strand Av & Deane St"
"689","Journey operates direct along Pacific Hwy, then Central Coast Hwy to Wills Rd & Barker Av, returning via San Remo"
"691","Bus diverts via Manns Rd Industrial Area, West Gosford"
"692","Catch Routes 36 or 37 for travel between Burns Rd & Tuggerah. A change of bus is required at Burns Rd"
"697","Bus diverts from Maidens Brush Rd via Birch Rd, Blueberry St & Japonica Dr, omitting the bus stop in Maidens Brush Rd near Birch Rd"
"698","Bus operates via Scenic Hwy, omitting Bradleys Rd & Lakeshore Dr"
"699","Continues to Woy Woy and Gosford as Route 70"
"700","Bus operates via Route 38 through Wyoming, omitting the Pacific Hwy between Kinarra Av & Cary St"
"704","Change to\from Route 64 at Empire Bay PS to continue journey"
"705","Bus operates via Arizona Rd & Mataram Rd, omitting Hakone Rd & Waterside Dr"
"706","Bus operates from Sydney Av via Route 57 to Woy Woy"
"709","Combined service. Bus operates via Route 55 to Ettalong, then via Route 53 to Woy Woy"
"710","Bus runs via Pacific Hwy direct between Wyong & Brittania Dr, omitting Watanobbi"
"711","Bus operates via Cary St between Maidens Brush Rd & Pacific Hwy, omitting Jarrett St & Kinarra Av"
"713","Bus operates via Sydney Av & Ocean Beach Rd direct, omitting Umina Beach Shops"
"714","Bus operates between Plymouth Dr & Terrigal Dr via Windsor Rd, Willoughby Rd, Aspen Av, Hastings Rd & Brunswick Rd or vice versa then standard route"
"715","Bus operates direct along Showground Rd & Narara Valley Dr to or from Narara Station, omitting Maliwa Rd, Manns Rd, Hanlan St & Deane St"
"717","Bus runs direct to Budgewoi Rd from Main Rd, omitting Norah Head"
"719","Bus operates via Picnic Pd then Ocean View Rd direct, omitting Ocean View & Memorial. Time shown is at Picnic Pd & Ocean View Rd"
"721","Bus commences 3 minutes earlier at corner Willoughby Rd & Fairway Dr & operates via Windsor Rd to Plymouth Dr"
"723","Bus operates via Sydney Av & Ocean Beach Rd direct, omitting Umina Beach shops"
"724","Bus operates via Bruce Cres Loop, Warnervale"
"730","Bus operates direct via Main Rd, omitting Fravent St area"
"731","Bus operates direct along Pacific Hwy to Elizabeth Dr, then returns via Lake Munmorah"
"739","Bus operates direct along Narara Valley Dr to Narooma Rd, returning to Gosford via normal route through Gilda Dr"
"741","Bus operates direct along Avoca Dr between Central Coast Hwy & Koolang Rd"
"01",": On arrival at Mosman High, allow passengers to remain on bus to travel to Clifton Gardens"
"02",": On arrival at Mosman High, allow passengers to remain on bus to travel to Milson's Point"
"08",":  1st set down Condamine & Kentwell Rd"
"0a",". On School days only trip extends to St Pauls Manly"
"1492","Does not operate during school holidays"
"1711","Travelling restriction applies. No Forest High students to travel on this service after Alfred St and Greenwood Av'"
"1876","Operates direct via Plateau Rd & Bilambee Ave, does not operate via the Bilgola Plateau Loop"
"1888","On School days only trip diverts via Mosman High"
"1889","Diverts to Warringah Aquatic Centre. On School days only trip extends to St Pauls Manly"
"1892","On School days only trip commences from Manly Village Public"
"1899","On School Days Only trip diverts via Balgowlah Heights Public School"
"1900","On School days only trip commences at Maria Regina School and also collects pupils from Bilgola Plateau School"
"1901","On School days only trip commences from St.Pauls Manly"
"1904","On School days only trip extends to Manly Village Public School"
"1906","On school days only trip commences from Manly Village Public School"
"1916","On School days only trip commences from Avalon Primary and operates via Maria Regina"
"1917","On School days only trip diverts via Mona Vale Primary and Sacret Heart Primary School"
"1919","On School days only trip extends to Avalon Primary"
"1924","Pupils of St. Augustines not picked up by this trip"
"1935","On School days only trip diverts via St. Josephs Narrabeen"
"1941","Diverts to Warringah Aquatic Centre"
"1943","Trip diverts via Balgowlah Heights Primary on School Days only"
"1958","Travelling restictions apply, First Set Down North Sydney Station , second set down Awaba Street"
"1959","After departure from Manly Wharf First Set Down Dee Why"
"1966","On Arrival at Seaforth Shops ,please stay on bus if wishing to continue on next trip 723n to Oxford Falls Grammar"
"1967",": School Route 767n to Dee Why then  to operates as normal 154X  service from Dee Why"
"1969",": School Route 766n  to Dee Why then  to operates as normal 154X  service from Dee Why"
"2168","Students travelling to Balgowlah (South of Sydney Rd), Clontarf or Balgowlah Heights may alight at Balgowlah Golf Club, Sydney Rd at 16:11 and transfer to route 162 departing the same stop at 16:32"
"2174","Travelling restriction applies. After first 2 stops at Manly HS, first Set Down TSN 209916 Pittwater Rd before Sth Creek Rd. All students wanting to catch this service before Sth Creek Rd must be allowed to travel"
"2535","On School days only, trip continues to St Pauls Manly via Manly Village Primary for children only. Adult passengers must not travel beyond Manly Village Primary"
"2541","First Set Down Harbord & Headland Roads"
"2546","On School days only trip extends to St. Pauls College via Manly Village Public School"
"2547","Trip diverts via Warringah Aquatic Centre. On school days trip diverts via Manly West Primary"
"2549","On School days only, trip extends to Avalon Primary"
"2550","On school days only, trip diverts via Neutral Bay Primary"
"2551","On School days only trip extends to Manly Village Primary"
"2552","On School Days Only, trip extends to St. Lukes Grammar"
"2553","On School Days Only, trip extends to St. Luke's Grammar School"
"2557","On School days only, trip extends to Maria Regina and Barrenjoey High"
"2558","On School Days Only, trip diverts via Mackellar Girls High"
"2559","Diverts to Warringah Aquatic Centre. On school days trip operates via Manly West and Manly Village Primary Schools"
"2561","On school days only, trip operates via Mater Maria College"
"2564","On School days only, trip extends to Narrabeen Lakes Primary"
"2566","On school days only, trip continues to Manly Village Primary"
"2621","On School days only, trip diverts via Mater Maria"
"2622","On school days only, trip commences from St. Augustines Brookvale"
"2623","On school days only, trip extends to Brookvale Shops to cater for St. Augustines students"
"2647","Commence trip at Warringah Mall via Pittwater Rd, L Warringah Rd, R Ellis, L Iris, R Oxford Falls Rd"
"2650","On arrival at Seaforth Shops, passengers may stay on board to continue on next trip, 150X to Milsons Point"
"2658","Trip terminates at Middle Head Naval Base Hospital, Middle Head"
"2662","No Cromer HS or Pittwater House students carried after McIntosh Rd and Alfred St, Narraweena"
"2663","On school days only, trip extends to Neutral Bay Primary"
"2664","On arrival at Seaforth Shops, Passengers can remain onboard to continue on route 172X to City Wynyard"
"510","A restriction regarding the carriage of Schoolchildren applies to part or all of this trip"
"517","First Set Down Newport Shops"
"519","First Set Down Parkes Rd, Collaroy Plateau"
"521","First Set Down South Creek Rd"
"522","First Set Down Parriwi Rd"
"531","First Set Down South Creek Rd.  First Set Down South Creek Rd"
"535","First Set Down McIntosh Rd & Alfred St, Narraweena"
"540","First Set Down Prince St, Cremorne"
"541","First Set Down Allambie Heights Shops"
"542","After departure from Manly Wharf, First Set Down Mona Vale Junction. Does not operate via Newport Loop"
"543","First Set Down Dee Why Beach"
"550","First Set Down Warringah Mall"
"554","First Set Down Stella Maris"
"556","First Set Down Maretimo & Upper Beach St"
"557","First Set Down Awaba St"
"560","First Set Down Mona Vale"
"561","First Set Down South Curl Curl"
"568","First Set Down Pittwater Rd & Carlton St Manly, Pick up all stops"
"570","First Set Down Dee Why Fire Station"
"577","First Set Down Brookvale Oval"
"579","First set down Seaforth Shops"
"581","First Set Down Battle Bvde"
"586","Diverts to Warringah Aquatic Centre. Operates from Manly Public on school days"
"587","First Set Down Warringah Rd at Alfred St"
"588","First Set Down Spit Junction"
"593","First Set Down Howard Ave, Dee Why then Warringah Mall, Manly Vale Shops, Spit Junction, Neutral Bay Junction, and Wynyard"
"600","First set down Maretimo St. Seaforth"
"601","First set down Forest Way"
"00001","LAST TRAIN: Tallawong to Chatswood"
"00003","Train terminates at this stop [Tallawong], please disembark"
"00004","This stop for [Macquarie Shopping Center]"
"0A","LAST TRAIN: Tallawong to Sydenham"
"0B","LAST TRAIN: Sydenham to Tallawong"
"0C","LAST TRAIN: Tallawong to Sydenham"
"0D","LAST TRAIN: Tallawong to Sydenham"
"0G","LAST TRAIN: Sydenham to Tallawong"
"0H","LAST TRAIN: Tallawong to Sydenham"
"0i","LAST TRAIN: Sydenham to Tallawong"
"0I","LAST TRAIN: Sydenham to Tallawong"
"0J","LAST TRAIN: Sydenham to Tallawong"
"0K","LAST TRAIN: Tallawong to Sydenham"
"0L","LAST TRAIN: Sydenham to Tallawong"
"0p","LAST TRAIN: Tallawong to Sydenham"
"0P","LAST TRAIN: Tallawong to Epping"
"0Q","LAST TRAIN: Tallawong to Sydenham"
"0R","LAST TRAIN: Tallawong to Sydenham"
"0s","LAST TRAIN: Tallawong to Sydenham"
"0S","LAST TRAIN: Tallawong to Sydenham"
"0V","LAST TRAIN: Sydenham to Tallawong"
"0W","LAST TRAIN: Sydenham to Tallawong"
"0x","LAST TRAIN: Sydenham to Tallawong"
"0X","LAST TRAIN: Sydenham to Tallawong"
"0y","LAST TRAIN: Tallawong to Sydenham"
"0Y","LAST TRAIN: Tallawong to Sydenham"
"0z","LAST TRAIN: Tallawong to Sydenham"
"11","Train on [Platform 2] departing for [Sydenham]"
"12","LAST TRAIN: Sydenham to Tallawong"
"13","Train on [Platform 2] departing for [Tallawong]"
"14","LAST TRAIN: Sydenham to Tallawong"
"17","LAST TRAIN: Sydenham to Tallawong"
"18","LAST TRAIN: Sydenham to Tallawong"
"1a","Train on [Platform 3] departing for [Sydenham]"
"1A","Train on [Platform 2] departing for [Sydenham]"
"1b","LAST TRAIN: Tallawong to Sydenham"
"1B","Train on [Platform 1] departing for [Tallawong]"
"1c","LAST TRAIN: Sydenham to Tallawong"
"1C","This stop for [Macquarie Shopping Center]"
"1d","Train on [Platform 2] departing for [Sydenham]"
"1D","Train on [Platform 2] departing for [Sydenham]"
"1e","LAST TRAIN: Sydenham to Tallawong"
"1E","Train on [Platform 2] departing for [Sydenham]"
"1f","Train on [Platform 2] departing for [Sydenham]"
"1F","Train on [Platform 2] departing for [Sydenham]"
"1g","Train on [Platform 1] departing for [Tallawong]"
"1G","Train on [Platform 3] departing for [Sydenham]"
"1h","Train on [Platform 2] departing for [Sydenham]"
"1H","Train on [Platform 2] departing for [Sydenham]"
"1i","LAST TRAIN: Tallawong to Sydenham"
"1I","Train on [Platform 1] departing for [Tallawong]"
"1j","Train terminates at this stop [Sydenham], please disembark"
"1J","This stop for [Macquarie Shopping Center]"
"1k","LAST TRAIN: Tallawong to Sydenham"
"1K","Train terminates at this stop [Tallawong], please disembark"
"1l","Train terminates at this stop [Tallawong], please disembark"
"1L","Train terminates at this stop [Tallawong], please disembark"
"1m","LAST TRAIN: Sydenham to Tallawong"
"1M","This stop for [Macquarie Shopping Center]"
"1N","This stop for [Macquarie Shopping Center]"
"1o","LAST TRAIN: Tallawong to Sydenham"
"1p","Train on [Platform 1] departing for [Tallawong]"
"1P","Train terminates at this stop [Sydenham], please disembark"
"1q","Train on [Platform 1] departing for [Tallawong]"
"1Q","This stop for [Macquarie Shopping Center]"
"1r","Train on [Platform 2] departing for [Tallawong]"
"1R","This stop for [Macquarie Shopping Center]"
"1s","Train terminates at this stop [Sydenham], please disembark"
"1S","Train terminates at this stop [Tallawong], please disembark"
"1t","Train on [Platform 1] departing for [Tallawong]"
"1T","Train terminates at this stop [Sydenham], please disembark"
"1u","Train on [Platform 2] departing for [Sydenham]"
"1v","Train terminates at this stop [Sydenham], please disembark"
"1V","Train terminates at this stop [Sydenham], please disembark"
"1w","Train terminates at this stop [Sydenham], please disembark"
"1W","Train terminates at this stop [Tallawong], please disembark"
"1x","Train on [Platform 2] departing for [Sydenham]"
"1X","This stop for [Macquarie Shopping Center]"
"1y","Train terminates at this stop [Tallawong], please disembark"
"1Y","This stop for [Macquarie Shopping Center]"
"1z","Train terminates at this stop [Sydenham], please disembark"
"1Z","This stop for [Macquarie Shopping Center]"
"20","This stop for [Macquarie Shopping Center]"
"21","Train terminates at this stop [Tallawong], please disembark"
"22","This stop for [Macquarie Shopping Center]"
"24","This stop for [Macquarie Shopping Center]"
"25","This stop for [Macquarie Shopping Center]"
"27","This stop for [Macquarie Shopping Center]"
"28","Train terminates at this stop [Sydenham], please disembark"
"29","LAST TRAIN: Chatswood to Tallawong"
"2a","LAST TRAIN: Sydenham to Tallawong"
"2A","This stop for [Macquarie Shopping Center]"
"2b","LAST TRAIN: Tallawong to Sydenham"
"2B","This stop for [Macquarie Shopping Center]"
"2c","LAST TRAIN: Sydenham to Tallawong"
"2d","Train terminates at this stop [Sydenham], please disembark"
"2e","LAST TRAIN: Chatswood to Tallawong"
"2f","LAST TRAIN: Tallawong to Sydenham"
"2g","Train terminates at this stop [Sydenham], please disembark"
"2h","Train terminates at this stop [Sydenham], please disembark"
"2i","Train terminates at this stop [Sydenham], please disembark"
"2j","LAST TRAIN: Tallawong to Sydenham"
"2k","This stop for [Macquarie Shopping Center]"
"2l","LAST TRAIN: Tallawong to Chatswood"
"2m","LAST TRAIN: Tallawong to Chatswood"
"2n","This stop for [Macquarie Shopping Center]"
"2o","LAST TRAIN: Tallawong to Chatswood"
"2p","LAST TRAIN: Tallawong to Epping"
"2q","This stop for [Macquarie Shopping Center]"
"2r","LAST TRAIN: Sydenham to Tallawong"
"2s","This stop for [Macquarie Shopping Center]"
"2t","This stop for [Macquarie Shopping Center]"
"2u","This stop for [Macquarie Shopping Center]"
"2v","LAST TRAIN: Tallawong to Epping"
"2w","Train on [Platform 2] departing for [Chatswood]"
"2x","Train on [Platform 3] departing for [Tallawong]"
"2y","Train terminates at this stop [Chatswood], please disembark"
"2z","Train terminates at this stop [Tallawong], please disembark"
"3J","Train on [Platform 1] departing for [Tallawong]"
"3K","Train on [Platform 1] departing for [Tallawong]"
"3L","Train on [Platform 2] departing for [Sydenham]"
"3M","Train on [Platform 1] departing for [Tallawong]"
"3N","Train on [Platform 3] departing for [Sydenham]"
"3O","Train on [Platform 1] departing for [Tallawong]"
"3P","Train on [Platform 3] departing for [Sydenham]"
"3r","Train on [Platform 2] departing for [Chatswood]"
"3t","Train terminates at this stop [Chatswood], please disembark"
"3v","This stop for [Macquarie Shopping Center]"
"48","Train on [Platform 2] departing for [Epping]"
"4a","Train terminates at this stop [Epping], please disembark"
"4B","Train on [Platform 2] departing for [Epping]"
"4C","Train on [Platform 2] departing for [Chatswood]"
"4j","Train terminates at this stop [Tallawong], please disembark"
"4k","Train terminates at this stop [Tallawong], please disembark"
"4l","Train terminates at this stop [Sydenham], please disembark"
"4m","Train terminates at this stop [Tallawong], please disembark"
"4n","Train terminates at this stop [Sydenham], please disembark"
"4o","Train terminates at this stop [Tallawong], please disembark"
"4p","Train terminates at this stop [Sydenham], please disembark"
"4q","This stop for [Macquarie Shopping Center]"
"4r","This stop for [Macquarie Shopping Center]"
"4R","Train terminates at this stop [Epping], please disembark"
"4s","This stop for [Macquarie Shopping Center]"
"4S","Train terminates at this stop [Chatswood], please disembark"
"4t","This stop for [Macquarie Shopping Center]"
"4T","This stop for [Macquarie Shopping Center]"
"4u","This stop for [Macquarie Shopping Center]"
"4v","This stop for [Macquarie Shopping Center]"
"4w","This stop for [Macquarie Shopping Center]"
"bD","LAST TRAIN: Tallawong to Epping"
"bR","LAST TRAIN: Tallawong to Chatswood"
"bU","LAST TRAIN: Tallawong to Sydenham"
"by","LAST TRAIN: Sydenham to Tallawong"
"cF","Train terminates at this stop [Tallawong], please disembark"
"cG","Train terminates at this stop [Tallawong], please disembark"
"cH","Train terminates at this stop [Tallawong], please disembark"
"cL","This stop for [Macquarie Shopping Center]"
"cM","This stop for [Macquarie Shopping Center]"
"cN","This stop for [Macquarie Shopping Center]"
"cv","Train on [Platform 1] departing for [Tallawong]"
"cw","Train on [Platform 1] departing for [Tallawong]"
"cx","Train on [Platform 1] departing for [Tallawong]"
"09","Scheduled connection available to route 390X at UNSW for travel towards La Perouse via Anzac Pde"
"1719","Express to Dover Rd then all stops"
"2105",": Scheduled connection available to route 390X at UNSW for travel towards Bondi Junction"
"2107","Bus continues as route 397 via Broome St, Beauchamp Rd, Chicago Ave and Minneapolis Cres. Customers can remain on board"
"2110","Deviates via Woomera Rd, Bega Ave and Mirrabooka Cres"
"2113","Scheduled connection available to route 392N at UNSW for travel towards the City"
"2114","Scheduled connection available to route 392N at UNSW for travel towards Matraville via Bunnerong Rd"
"2187","Deviates via Alexandria Park Community School on school days only"
"2619","Operates Monday to Friday in the Summer school holidays during Daylight Savings period only"
"8","Operates on school days only"
"10","On school days bus diverts to St Josephs School, Riverwood"
"1108","Trip terminates at Narwee Station"
"1109","Trip extends to Acacia Av & Napoleon Rd, Punchbowl"
"1225","On school days only bus diverts from Forest Rd via (R) Samuel St to Peakhurst HS then via (L) Rona St (L) Park St (R) Forest Rd to normal route"
"1527","From Homer St bus operates via Bexley Rd to New Illawara Rd omitting Earlwood Shops & Bardwell Park Station"
"1528","This service operates via Salt Pan Rd omitting Belmore Rd between Clarendon Rd & Shenstone Rd"
"19","Bus diverts to All Saints Senior School on school days omitting Moorefields Rd between Ada St & Robert St"
"2124","Trip terminates at Riverwood Station"
"2167","On school days bus diverts to Harcourt Public School, from First Ave & Seventh Ave continue via First Ave to Harcourt Public School then via (L) Ninth Ave (L) Third Ave (R) Seventh Ave to normal route"
"2454","Not via Hillcrest Ave between King Georges Rd & Denman St"
"9","Bus operates via Bexley Rd direct omitting Earlwood Shops and Bardwell Park Station"
"FR1","Service operates if required. Advise ferry (on 0448 101 016) 30 minutes prior for pickup, or at boarding for drop-off."
"FW","Service operates to Wobby if required. Advise ferry (on 0448 101 016) 30 minutes prior for pickup, or at boarding for drop-off."
"XF002","Cronulla Ferry tickets only accepted on this service. Visit www.cronullaferries.com.au for details."
"XF003","This service may be delayed 5-10 min due to late trains.  If your train is running late, please phone the ferry master on 0418 631 313."
"XF004","Service operates to this stop on request only. Advise ferry (on 0408 296 997) for pickup, or at boarding for drop-off."
"XF005","Picks up or sets down at Pine Av and Empire Bay on request only. To book, call the ferry master on 0418 631 313."
"1227","Transfer Passengers for Cessnock Correctional Centre to Route 160 at 0930"
"1228","Via Aberdare Rd. Bus stops on the depot side of Vincent St"
"1229","Passengers from Cessnock Correctional Centre may transfer to Route 164 at 1545"
"1230","Take passengers for Cessnock Correctional Centre from Route 164 due at 0930"
"1384","Operates School Days Only"
"1562","Transfer Passengers for Cessnock Correctional Centre to Route 163 at 1015"
"2585","Operates via Aberdare Road"
"1049","Trip operates via Ingall St"
"1582","On School Days only diverts via Eurimbla St, Railway Ave & Glenroy St"
"1598","On School Days only trip commences from the corner of Raymond Terrace and Turners Rds, Woodberry and operates via Raymond Terrace, R Woodberry, L Kookaburra, R Lark, R Lawson then normal route"
"1602","On School Days only bus diverts to East Maitland PS and St Joseph's East Maitland via L William St, L Hwy, L King St, R Lawes St"
"1607","Diverts School Days Only"
"1608","Bus diverts via Woodlands Estate"
"1625","On School Days only diverts via Eurimba St"
"1708","Pick up Hunter River HS around Mallabula ONLY"
"1846","School diversion school days only"
"1886","Diverts via Catherine McAuley on School Days only"
"2586","Bus diverts Schools days only"
"2587","On School Days only diverts to Ashtonfield PS"
"1235","Change bus for through travel"
"1236","Bus travels direct via Stockton St"
"1239","Bus travels into Taylors Beach"
"1338","Bus operates via Sandy Point Rd Corlette"
"0b","Bus operates via Amethyst Wy Loop"
"0c","A change of buses is required at Settlement City"
